"Normal","Status"
"rakyat bbri apresiasi nasabah setia loyal simpan tabung britama program program britama fstvl periode britaama fstvl menang pemuda usia reza alvian nasabah tabung bri britama kantor cabang balaraja nasabah muda milenial lahir tinggal tangerang relatif usaha swasta serah hadiah grand prize toyota vellfire menang maret kantor wilayah bri undi program britama fstvl periode tayang tanggal februari milenial umur turun dunia kerja habis uang nya sisa tabung tabung bri britama hadiah grand prize toyota velflire tabung bri britama muhammad reza alvian sempat konsumer bri handayani bri produk simpan mumpuni saat pandemi buka rekening full digital outlet bri akses laman bukarekening bri buka rekening mudah cepat aman langsung transaksi finansial brimo handayani undi hadiah britama fstvl periode handayani apresiasi baik nasabah loyal milik tabung bri britama apresiasi program tarik untung lipat bri upaya sasar anak muda millenial gemar tabung program britama fstvl rangkai program buka rekening nasabah tingkat saldo poin undi puncak acara tari undi hadiah britama fstvl","netral"
"rakyat bbri rombak jajar direksi rapat pegang saham rups jabat isi nama nama posisi tengah human capital uang jaring layan salah nama jabat direksi bri viviana dyah ayu retno uang perempuan lahir surakarta september tempuh didik mba university rochester amerika serikat terna institut tani bogor ipb jawa barat jabat uang viviana berkarir bri jabat assistant vice president equity management vice president desk subsidiary management executive vice president subsidiary management pegang posisi uang rupslb manajemen bri fokus usaha bangkit umkm tulang punggung ekonomi nasional ubah nomenklatur urus usaha","netral"
"rakyat persero bbri henti kontribusi dorong maju industri nasional kali dorong maju industri oil gas bri jalin kerjasama pertamina lubricants bentuk beri fasilitas vendor outlet financing pinjam ceria janji kerjasama bri pertamina lubricants ditandatangani gedung oil center pertamina lubricants kerjasama manfaat oleh bri pertamina lubricants tunjang usaha hadir acara hubung lembaga bri agus noorsanto ritel tengah bri priyastomo penandatanganan kerjasama bri pertamina lubricants serius usaha jalin hubung kerjasama untung bri ukur fasilitas kredit modal kerja fasilitas perban outlet vendor bekerjasama pertamina lubricants agus noorsanto untung raih pertamina lubricants kerjasama kolaborasi bri pertamina lubricants pasti selesai kerja vendor bantu fasilitas biaya bri kerjasama cepat terima bayar tagih pertamina lubricants outlet bayar distributor tingkat jual produk lubricants end user cepat kelola arus kas pertamina lubricants jalan efisien bri untung raih buka sempat usaha salur biaya vendor outlet baik pertamina lubricants resiko termitigasi kerjasama besar pangsa pasar layan perban layan biaya layan produk produk beri fasilitas kredit modal kerja vendor outlet baik pertamina lubricants salah komitmen bri dukung tumbuh ekonomi dukung harap layan pertamina lubricants langgan optimal catat kerjasama bri pertamina lubricants jalin pertamina lubricants salah usaha guna layan bri kelola giro operasional distributor financing layan pertamina lubricants anak usaha vendor outlet libat bri maksimal andal jaring unit kerja bri daerah tutup kerjasama usaha lanjut tingkat","netral"
"rakyat persero bbri tanggap bencana diri posko bri peduli musibah gempa landa wilayah majene mamuju provinsi sulawesi barat coorate secretary bri aestika oryza gunarto tahap bri bangun posko bri peduli wilayah mamuju lokasi jalan dr ratulangi mamuju posko bri peduli wilayah majene lokasi lingkung galung lurah malunda kabupaten majene ada posko bri peduli harap cepat salur bantu bri group bri agro bri syariah bri life bri finance bri insurance bri danareksa sekuritas bri ventures bri remmitance ybm bri pkss dsb tingkat layan korban ungsi bencana gempa sulawesi barat posko butuh masyarakat korban gempa makan saji obat obat sembako selimut butuh butuh bantu salur bri group pusat posko bri peduli masyarakat butuh posko bri inventarisasi wilayah kena dampak tambah titik posko bantu bri peduli aestika bagi ribu makan saji nasi kotak bungkus korban bencana gempa bri salur bantu tanggap darurat bencana air mineral makan ringan beras sabun tenda selimut obat obat butuh korban turut bri tanggap beeran aktif bantu masyarakat kena bencana bantu bentuk peduli tulus komitmen bri usung semangat tanggung sosial coorate social responsibility csr bri peduli masyarakat korban dampak bencana aestika bri sinergi perintah wilayah badan usaha milik negara bahu bahu bantu ringan beban masyarakat dampak gempa gempa sebab rusa bangun layan perban bri wilayah majene mamuju operasi layan masyarakat normal bri operasi layan perban keliling buzz mobil teras bri keliling wilayah wilayah butuh layan perban masyarakat transaksi normal layan channel bri atm crm agen brilink wilayah dampak layan perban bri satu alternatif operasi layan masyarakat","netral"
"perintah ingat pelat merah gabung himpun milik negara himbara cair dana bantu sosial bansos salur empat himbara rakyat bbri mandiri bmri negara bbni tabung negara bbtn pesan menteri koordinator bidang bangun manusia budaya muhadjir effendy hadir rapat batas pimpin presiden jokowi istana presiden sempat himbara patuh sepakat dana masuk rekening ambil tahan muhadjir eks menteri didik budaya dana bantu sosial cepat pulih ekonomi nasional tingkat daya beli masyarakat hindar dampak buruk covid cepat pulih ekonomi bantu sosial perintah salur serentak januari harap keluarga terima manfaat bantu langsung salur pos perintah himbara","netral"
"kerja rakyat persero bbri pasar perdana pasar sekunder obligasi perintah apresiasi persero raih harga menteri uang ri peringkat dealer utama pasar perdana peringkat dealer utama pasar sekunder harga dealer utama kerja baik syukur harga harga motivasi primary dealer hasil kerja positif senior executive vice president treasury global services bri listiarini dewajanti primary dealer dealer utama menteri uang jalan wajib pasar perdana pasar sekunder sun mata uang rupiah valuta asing hak fungsi teenting primary dealer gerak pasar market makers pasar sekunder dealer utama hak akses eksklusif serta lelang pasar perdana sekunder hak eksklusif informasi program kelola sun perintah dealer wajib serap sun pasar perdana dagang seri sun tetap perintah benchmark kuotasi harga arah bid offer kisar spread dealer utama bri giat dalam pasar uang kelola portofolio optimal luas basis nasabah komersial usaha asuransi dana pensiun usaha sekuritas aset manajemen bri aktif kuotasi harga jual beli surat harga transaksi treasury kompetitif date luas jaring pasar unit kerja negeri negeri nilai bri giat capai tunjuk bri aktif dukung perintah bangun ekonomi nasional dukung lanjut dasar hasil evaluasi kerja dealer utama bri hasil serap total terbit sun pasar perdana mekanisme lelang total transaksi sun pasar sekunder dominasi bri pasar perdana drive total volume sun menang capai pasar sekunder bri hasil tingkat volume transaksi kemarin kerja pasar primer topang kombinasi flow sisi banking book trading book client tingkat aktivitas pasar sekunder bukti nyata active portfolio management laku pungkas listiarini","netral"
"ajang pamer produk industri kreatif orientasi ekspor bri umkm expo rt brilianpreneur besut rakyat persero bbri selesai laksana bukti tinggi kreativitas uni laku usaha mikro tengah produk unik tarik temu laku umkm bina bri rumah ikut pamer standar internasional laku usaha ikut bazaar daring sebar marketplace rangkai pamer umkm bri gelar desember barang barang kualitas tampil pamer umkm asal jenis usaha kategori produk fesyen makan minum rajin dekorasi rumah produk cantik umkm daya kreatif optimal bawa dampak positif masyarakat laku usaha kualitas produk umkm kalah saing barang barang produsen negeri kreasi produk buat umkm bilang unggul banding main ranah global umkm maksimal tingkat literasi paham masuk pasar ekspor pasar masif negeri mikro bri supari kreativitas umkm produk gitar unik karya rajin bal nama blueberry guitars uni gitar milik made tanaya letak motif madu arif budaya barat timur blueberry guitars utuh tangan material pilih produk rajin tangan tas bahan kulit warna natural merek janedan produk karya umkm daerah istimewa yogyakarta unik benda metal lem non daur ulang uni model kontemporer tas karya janeda menang harga internasional salah satu ajang world craft council award umkm kreasi produk makan minum unik mudah jual konsumsi contoh produk mi godhog kemas nama bakmi sundoro yogyakarta kopi kemas filter drip karya tani anggota cv siklop nikmat repot segmen fesyen kreativitas umkm hadir produk kaos kaki warna alami bahan baku ramah kulit milik selimut kaki produk sepatu milik exodos madu kanvas kulit tenun bahan dasar konsumer bri handayani milik optimal laku umkm berani adaptasi pasar produk transaksi sesuai kembang zaman takut teknologi giat hari jamin aman transaksi digital jamin umkm laku antara bantu bri kadang bayar sistem digital salah orang khawatir contoh beli beli barang khawatir pesan transfer uang jual takut beli bayar barang kirim dilema laku industri uang solusi rangkai jual beli daring aman beli jual rugi bri nama dispute resolution atas selisih beli jual handayani jaring layan bri ahmad solichin lutfiyanto dorong umkm transformasi daya saing penetrasi pasar kembang umkm ragu masuk ranah digital sedia layan uang platform daring teercaya layan daring salah satu bri sedia platform dukung transformasi umkm laman pasar fasilitas dagang pasar pasar kanal mall marketplace tokopedia dukung transaksi aplikasi brimo umkm rekening transaksi agen brilink komunitas masyarakat bicara unicorn tahun layan transaksi agen brilink transaksi total transaksi tahun opportunity tinggal kelola tutup solichin","netral"
"utama rakyat persero bbri sunarso raih award kategori best ceo banking transformation apresiasi terima langsung sunarso malam anugerah award tema songsong bangkit ekonomi auditorium menara mega selatan kaji tim riset pimpin besar nasional lantas sunarso utama rakyat lena benak penuh gelisah dorong kerja transformasi orang bri besar sisi aset laba bersih jaring nasional bri dukung unit kerja kantor cabang kantor cabang bantu kantor kas bri unit bicara teras bri agen brilink mesin electronic data capture edc anjung tunai mandiri atm layan nasabah bicara satelit tempat bri satu emmiliki operasi satelit pelak bri bilang lembaga uang mikro besar canggih dunia lihat fakta capai uang atas sisi cipta unggul kompetitif banding saing besar bri sunarso risiko beotensi bawa bri nasib raksasa raksasa fortune gelimpang jatuh posisi puncak risiko lambat transformasi era digital sesuai temu accenture usaha papan dunia cokol fortune hilang bangkrut akuisisi depak usaha digital catat capgemini consulting umur usaha pendek usaha konsttuen indeks harga saham gabung hsg nya umur pendek raksasa raksasa digital merangsek disrupsi lihat facebook butuh loncat gusur raksasa raksasa fortune posisi emiten kapital pasar besar huni usaha teknologi digital apple microsoft alphabet amazon facebook sunarso kiprah bri erti bri hadap nasib gagal hadap tantang digital unggul aset laba bersih kantor cabang sia sia disrupsi digital ambil contoh airbnb milik satu aset hotel sedia layan inap negara jaring hotel hilton operasi sedia layan kamar negara belanja infrastruktur digitaldi pimpin sunarso bri semat visi valuable south east home best talent visi terjemah upaya jadi bri relevan usaha lanjut stakeholdernya relevan transformasi butuh ubah sempat pria lahir november transformasi ulat jelma kupu kupu ubah ubah sifat sang obyek kembali bentuk ubah tatar muka karakter mentalitas laku transformasi bag sunarso go digital beli operasi teknologi digital baru sentuh aspek manusia man behind gun sunarso bidik sasar transformasi digital bri proses operasional digital jasa sistem transaksi dapur bri platform layan bangun ekosistem digital model sedia produk layan digital nasabah transformasi bri sedia layan bas digital dalam luas persero milik brimo layan mobile banking nasabah digital lending pemrosesan kredit menit digital saving layan buka rekening digital tatap muka arah tuju bri cepat go faster layan penetrasi go smaller tawar tenor pendek go shorter go smaller bri sasar pasar ultra mikro garap mana sasar usaha fintech uang","netral"
"menteri erick thohir brilianpreneur inisiasi rakyat bbri umkm naik kelas orientasi ekspor pandemi covid butuh inovasi libat umkm saing pasar global pasar negara laju ekonomi kuartal iii alami kontraksi mayoritas dapat usaha bas hari konsisten serah momentum krisis manfaat peluang lompat inovasi tangguh pasar global tuju pasar laku ekonomi negara erick buka umkm expo rt brilianpreneur virtual perintah dukung umkm iklim usaha sehat peluang pasar lebar sistem pasar digital umkm padi pasar digital temu umkm milik alam transaksi digital milik akses modal kerja tantang pasar global inovasi manfaat digital brilianpreneur cocok umkm naik kelas tingkat kapasitas umkm orientasi ekspor jalan go global upaya kembang dunia usaha tanah air tingkat dunia kerja rumah umkm kembang salah satu baik rantai pasok negeri global umkm milik pulih pandemi covid tingkat kapasitas milik sumber daya alam limpah dukung perintah erick sempat menteri koperasi umkm teten masduki kuat umkm high end produk produk kustom kuat turut asal kaya budaya menginsiprasi produk kustom biaya basnsos kuat umkm hadap ketidakpastia perintah laku umkm fokus rantai pasok nasional global giat usaha bas klaster digitalisasi teknologi produksi teknologi produksi teten tingkat daya saing produk umkm variasi pandemi umkm alat sehat tani dna tukang muncul teten harap brilianpreneur ekspor umkm tingkat masuk rantai pasok global daya beli pasar domestik ganggu pandemi kontraksi ekonomi harap tingkat jual omset umkm daya beli masyarakat ganggu kuat daya beli program jamin sosial ekonomi kreatif lirik harap kembang umkm antusiasme guna produk lokal tingkat lapang kerja buka lebar utama bri sunarso brilianpreneur fasilitas kontrak nilai momen online offline harap antusiasme buyer mancanegara sunarso harap nilai kontrak harap capai brilianpreneur capai target bri kontrak fisik akses virtual harap luas lebih bagus sunarso","netral"
"rakyat persero bbri raih harga gengsi ajang top award survive crisis resilient bri nobat resilient best ceo utama bri sunarso best cfo uang bri haru koesmahargyo tiga harga raih bri kategori usaha publik sektor uang aset harga hari siang wujud apresiasi kerja bri sektor uang situasi tantang akibat pandemi covid apresiasi bri dasar nilai dewan juri kaji riset konsultan lapor uang usaha nilai persona strategi bijak adaptasi usaha era pandemi ukur tentu menang best ceo cfo raih bri harga dedikasi insan brilian kerja bri mana level ujung tombak layan masyarakat pelosok tanah air harga aku kerja keras kerja tulus kerja ikhlas insan brilian tahan resilient utama bri sunarso sambut terima harga sunarso sebut peran usaha mikro tengah umkm kerja bri sustain harga raih bri sembah laku umkm situasi mudah teman teman unit kerja bri semangat restrukturisasi selamat nasabah umkm sungguh selamat umkm selamat bri porsi umkm pdb persen selamat umkm selamat ekonomi sempat uang bri haru koesmahargyo harga raih motivasi layan masyarakat depan harga alat introspeksi laku baik baik tingkat kualitas layan nilai stakeholder terima kasih percaya komitmen tumbuh usaha percaya publik haru sambut acara anugerah harga sekretaris menteri susyanto sebut pandemi covid mampu ekstra tahan inovasi adaptasi jaga kerja usaha upaya ekstra butuh persen dampak pandemi covid usaha survive pandemi upaya tekan pandemi ambil langkah langkah strategis kerja terhadang batas muncul teerosok alami rugi agen bangun jalan fungsi sosial aktif beartisipasi bantu perintah tangan atas pandemi langsung langsung susyanto jalan sulit kuartal iii bri catat kerja positif cermin nilai aset bri tumbuh persen tahun year year periode laba usaha hitung bri ambil peran aktif rangka selamat umkm pandemi implementasi program pulih ekonomi nasional pen praktek bri realisasi stimulus salur kredit tempat dana pen capai debitur restrukturisasi kredit debitur jamin kredit umkm debitur salur subsidi bunga umkm debitur salur kur super mikro nasabah bri cair banpres produktif usaha mikro bpum nila laku usaha mikro bri salur subsidi gaji kerja buruh terima sunarso sumber daya bri fokus salur stimulus efektif masyarakat sesuai tuju fokus stimulus masyarakat stimulus tingkat daya beli tingkat demand imbuh persero optimistis strategi business follows stimulus terap titik terang pulih mudah mudah harap bareng vaksinasi aman aktivitas ekonomi geliat situasi cari selamat bijak kejar untung pungkas sunarso","netral"
"rakyat persero bbri nobat usaha buka esg emiten sektor perban baik ajang esg awards selenggara majalah investor berita media bumi global karbon foundation harga apresiasi komitmen aksi nyata persero terap prinsip esg environmental social governance ajang bri borong harga buka esg emiten sektor perban baik buka environmental emiten sektor perban baik buka social emiten sektor perban baik buka governance emiten sektor perban baik buka esg kategori buku iv baik buka environmental kategori buku iv baik buka social kategori buku iv baik buka governance kategori buku iv baik bri nobat buka governance baik buka esg baik buka environmental baik buka social baik buka governance baik emiten lq esg utama bri sunarso harga apresiasi kerja unggul persero terap prinsip esg aktivitas bisnis motivasi bri lanjut tumbuh sustainable jangka beeran gerak tumbuh ekonomi sunarso komitmen bri implementasi esg aku dunia internasional aku peringkat skor nilai implementasi esg bri lembaga peringkat internasional msci esg ratings nilai terap esg bri rating skor tingkat desember nilai besar pilar social jalan tuju bri tingkat portofolio kredit mikro biaya giat usaha sesuai prinsip lanjut lembaga rating refinitiv nilai kerja esg bri level skor pilar governance capai pilar bri terap tata kelola bri konsisten tingkat buka lapor stakeholder rating tempat bri salah kerja esg unggul global terap prinsip esg harap nilai bri cermin bri milik kerja fundamental unggul tumbuh lanjut jangka bri nobat otoritas jasa uang ojk best best sustainable finance award sfa inisiatif uang lanjut biaya aset ramah lingkung terbit sustainability bond rangka kuat liabilities bri inisiatif bidang operasional sumber daya manusia","netral"
"bri bbri milik visi valuable south east home best talent komitmen kembang kompetensi sumber daya manusia sdm bri saing unggul jalan cita cita presiden sdm unggul maju utama bri sunarso capai visi bri valuable south east home best talent bri orang talenta talenta cari bri penuh kriteria unggul intelegensia capital kuat psychology capital social capital bri banyak layan nasabah umkm operational costnya transformasi digital culture pendek kunci transformasi culture nya human capitalnya bangun human capital bangun culture andal sinten relay sistem sunarso launching brilsp daring sunarso bri game tarik kerja kompetisi ikut atur main tarik tugas usaha sistem atur main nasib teman teman level gantung orang keluar potensi tugas usaha sistem program program bangun sistem individu rencana sukses transparan kredibel papar sunarso komitmen kembang kompetensi sdm wujud proses rekrutmen human capital bri herdy harman welcome remarks launching brilsp proses rekrutmen bri perhati karakter intelegensiacapital psikologi capital sosial capital sisi bri perhati future ready competence kompetensi sisi creative innovative data driven adaptive collaborative digital library achievement orientation urai herdy harman salah realisasi talent development bri resmi launch brilsp lembaga sertifikasi profesi bri bukti kompetensi sertifikasi profesi bidang kompetensi brilsp lsp perban diri oktober lisensi badan nasional sertifikasi profesi bnsp mana sertifikat keluar aku nasional tenggara brilsp acu standar kompetensi kerja nasional skkni milik added value daya saing kerja bri grup brilsp milik skema uji kompetensi asesor uji kompetensi target serta uji tambah sesuai kembang skema sertifikasi target serta bri group hadir brilsp harap tambah kuat bri kembang sdm kompeten ahli bidang tugas cari talenta telenta teilih bri pro aktif talent scouting universitas baik negeri program scholarship internship contest bri buka sempat putra putri baik timur sempat difabel program rekrutmen channel program hal bflp brilian future leader program bnlp brilian next leader program bbop brilian banking officer program bri coorate university platform digitalmelalui program seleksi sistematis jaring bintang mumpuni akademis non akademis social behavior milik prestasi perilaku fit culture usaha inisiatif komunikasi bangun employee branding bri upaya tarik talenta baik gabung bangun bangsa bri dukung learning organization mumpuni integrasi bri coorate university pengejawatahan kawah candradimuka talenta talenta brilian herdy sistem didik bangun selaras kembang kini tantang manfaat platform digital akses mana kombinasi knowledge management system dukung subject matter expert kuat peran bri coorate university cetak pimpin pimpin awal performance driven culture direktorat human capital bri susun performance management obyektif akuntabel tetap key performance indicator individu jalan misi usaha urai herdytalent management system akuntabel rancang data driven komperhensif proses identification talent mapping selection talent committee development program didik succession talent pool valid system brilliance system bantu management tetap putus putus strategis kait talent management akurat percaya talenta hebat muncul bentuk sistem temu kembang meretainnya libat mang penting akademisi koorasi community perintah tutup herdy harman","netral"
"rakyat persero bbri harga gengsi skala internasional asi banker majalah ekonomi muka nobat bri best retail banking seremoni harga selenggara virtual singapura serta negara dasar rilis resmi asi banker teilihnya bri best retail banking lepas prestasi persero catat kerja positif tantang pandemi covid terobos landas proses inovatif sisi bri nilai imbang visi eksekusi dampak signifikan persero komponen kriteria nilai harga kerja uang strategi pimpin digital journey brand jual alam nasabah proses teknologi risiko sumber daya manusia capai utama bri sunarso harga mantik semangat persero kontribusi bantu umkm pandemi sektor perban alami tantang covid muncul pandemi akselerasi transformasi bri gerak cepat agile sunarso bri fokus selamat umkm jaga kerja pesero tumbuh catat juli bri restrukturisasi kredit selamat umkm capai debitur kerja persero kuartal bri buku laba konsolidasi aset konsolidasi capai tumbuh yoy kendati alami tantang kerja bri tumbuh bukti strategi rancang bri hadap situasi pandemi eksekusi pungkas sunarso","netral"
"rakyat persero bbri milik coorate secretary aestika oryza gunarto ganti amam sukriyanto hitung dasar siar pers bri aestika jabat wakil pimpin wilayah bri semarang coorate secretary bri aestika emban tugas juru bicara usaha menatakerjakan sekretariat usaha susun implementasi program coorate social responsibility csr community development kelola arus informasi stakeholders aestika sadar komunikasi stakeholders perintah regulator pegang saham media masyarakat kunci tingkat reputasi usaha kalah coorate secretary milik peran krusial good coorate governance gcg usaha kait transparansi buka informasi","netral"
"rakyat bbri hasil raih harga customer journey reimagination ajang infosys finacle client innovation awards usung produk digital lending ceria mana ceria produk pinjam digital aplikasi smartphone mudah biaya transaksi commerce online travel site mudah transaksi tawar ceria lengkap saksi dialog maria katarina konsumer bri handayanidalam closing bell jum","netral"
"tepat ukm internasional rakyat bbri kolaborasi international council small business icsb gelar pekan ukm internasional juni wib gelar virtual aplikasi sedia video conference bagi sesi strategi daya ukm perintah cerita sukses laku ukm strategi pasar ukm era new normal narasumber giat asal kalang ajar teliti perintah buat bijak laku ukm sukses kembang usaha pandemi mikro bri supari pekan ukm internasional virtual tuju kembali semangat laku ukm dampak pandemi sesuai kondisi digitalisasi produk ukm strategi pasar online cepat hadap tuntut pandemi supari damping laku ukm online bri platform digital aplikasi website wirausaha brilian mana laku ukm konsultasi damping latih update informasi promosi rangka kembang usaha bri henti henti dukung langsung ukm kembang harap roda aktivitas ekonomi normal ekonomi pulih tutup supari","netral"
"rakyat persero bbri himbara menteri sosial kemensos ri salur bantu sosial tunai bst keluarga terima manfaat kpm dampak ekonomi akibat sebar pandemic covid coorate secretary bri amam sukriyanto bri percaya salur bst tahap besar capai data nama terima bantu tetap kemensos ri persero salur bantu tanggal april fasilitas mass fund transfer rekening amam salur bantu laksana wilayah direktorat tangan fakir miskin kemensos ri bagi wilayah salur wilayah cakup sumatera jawa barat salur kpm nila wilayah cakup banten jawa yogya kalimantan bal ntb ntt bri salur kpm nila wilayah iii cakup jawa timur malu malu utara sulawesi papua papua barat salur kpm total bantu nila program bst salah upaya tahan daya beli masyarakat pandemic dukung implementasi program progam perintah kait langsung salur bantu masyarakat luas pungkas amam","netral"
"rakyat persero bbri dukung utama selenggara devopsday selenggara maret bri coorate university devopsday event skala internasional seminar kait kembang software infrastruktur helat tiga kali hadir serta hadir orang hadir puncak acara digital teknologi informasi operasi bri indra utoyo human capital bri herdy rosadi harman coorate secretary bri amam sukriyanto dukung bri acara komitmen persero kembang teknologi informasi bri manfaat event deteksi talenta bakat bidang salah upaya wujud visi valuable south east home best talent imbuh visi valuable south east bri butuh sumber daya manusia talenta baik kualitas desember catat kerja bri orang devopsday gelar secure code warrior competition hadiah puluh rupiah puncak acara siar live conference bri coorate university universitas ui universitas bina nusantara bus program branding bri sasar segmen millenial bri dukung kembang start kait sedia solusi masalah nyata hidup hari tingkat kualitas hidup masyarakat pungkas amam","netral"
"rapat pegang saham tahun rupst rakyat bbri tetap kartika wirjoatmodjo utama tetap susun dewan bri utama kartika wirjoatmodjo utama bri sunarso kantor pusat bri kartika jabat wakil menteri jabat wakil utama duduk ari kuncoro rangkap independen independen rofikoh rokhim hendrikus ivo zulnahar usman widyo pramono dwi ria latifa jabat isi nicolaus teguh budi harjanto hadiyanto rabin indrajad hattari rups tetap susun dewan direksi bri utama sunarso wakil utama catur budi harto uang haru koesmahargyo hubung lembaga agus noorsanto mikro supari digital teknologi informasi operasi indra utoyo ritel tengah priyastomo jaring layan ahmad solichin lutfiyanto patuh wisto prihadi manajemen resiko agus sudiarto konsumer handayani human capital herdy rosadi harman adhitya","netral"
"menteri erick thohir aku henti rapat pegang saham rups bri agro agro anak usaha rakyat bbri kemarin wakil menteri kartika wirjoatmodo henti rups bri agro erick thohir erick thohir alas henti rups bijak rencana kerja staf khusus menteri arya sinulingga benar rups henti menteri bri agro notabene anak usaha bri erick thohir contoh rups bri agro henti arya hadir rapat kerja menteri komisi vi dpr ri situs resmi bri agro anak usaha bri nama agro diri september operasi komersial tanggal februari jalan ubah agroniaga tanggal maret ditandatanganinya akta akuisisi saham agroniaga rakyat bri dana pensiun kebun dapenbun bri resmi pegang saham kendali agroniaga iring ulang agro ganti nama bri agro","netral"
"bri persero manfaat dapat usaha usaha buka bursa efek bei sevp treasury global services bri listiarini dewajanti usaha kuat struktur modal milik akses luas cari dana pasar modal  kuat struktur modal usaha milik akses dana variasi dana pasar modal  acara workshop go public bri group tajuk akselerasi tumbuh lanjut usaha ipo saham  gedung bursa efek kuat struktur modal listiarini usaha ipo saham untung usaha catat milik akses produk pasar modal pilih variasi opsi dana modal usaha catat nilai usaha tingkat tiga usaha buka dorong peruahaan terap praktik praktik good coorate governance tumbuh lanjut empat usaha tumbuh loyalitas karyawan insentif pajak  usaha masuk bursa tingkat citra usaha  listiarini listiarini bri ipo november saham bbri kondisi oversubscribe kali banding imbuh listiarini kembang harga saham harga bbri sentuh  stock split harga bbri capai lembar saham naik kali ipo  listiarini bbri kapital pasar besar tiga tenggara topang kerja persero lanjut ipo depan bri rencana lembaga layan uang integrasi akses pasar modal bri milik anak usaha danareksa sekuritas bantu debitur bri grup masuk bursa listiarini bri milik anak usaha sedia produk jasa penuh butuh dana usaha bri syariah bri agroniaga bri life bri multifinance","netral"
"bursa efek catat usaha catat jalan sekolah pasar modal internal dorong karyawannya investor saham kerja usaha catat dukung cepat dalam pasar modal hasan fawzi pengembanga bursa efek kalang usaha catat kembang sadar dorong karyawannya investor saham milik saham usaha catat sangkut rakyat persero bbri hasil tampil depan jaring investor pasar modal kalang karyawannya bbri selenggara sekolah pasar modal internal hasil daftar karyawannya investor  dengar manajemen bri lanjut intensif target tambah investor tuju tambah investor sebar sadar investor investasi  hasan bbri satu emiten inisiatif ajak karyawannya bei catat usaha usaha catat perban hasan semangat usaha catat perban lepas upaya penuh wajib tuang pojk pojk terap tata kelola beri remunerasi tentu pasal pojk ojk wajib status persero buka remunerasi sifat variable bentuk saham instrumen bas saham terbit sangkut persentase remunerasi sifat variabel atur penuh karyawan sangkut milik single investor identification sid catat investor pasar saham kenteuan laku januari asing buku buku buku buku merupan asing laku januari tentu sanksi laku januari asing buku buku buku buku asing kena sanksi januari hasan bei manfaat atur salah strategi jaring investor sid saham capai sid bei target semester capai sid daftar usaha catat jalan program sekolah pasar modal jaring investor pasar modal kalang karyawannya asuransi multi artha astra international adi sarana armada mnc international bussan auto finance bukopin negara persero rakyat persero jtrust bpd dki dki bpd jawa barat banten brisyariah sinarmas tabung pensiun nasional syariah clipan finance gudang garam gajah tunggal garudafood putra putri jaya buyung poetra sembada hotel mandarin regency intraco penta indocement tunggal prakasa panorama sentrawisata panin dubai syariah pp persero silo maritime perdana mandom telekomunikasi persero sarana menara nusantara wijaya karya waskita karya persero","netral"
"lemah sektor tekan gera indeks harga saham gabung ihsg zona merah dagang pagi dasar data bloomberg gera ihsg lorot persen poin level wib buka lemah persen poin level sembilan sektor gerak zona merah pimpin sektor barang konsumsi persen industri dasar persen properti persen wib lemah ihsg kikis persen poin level level tutup dagang dagang ihsg tutup merosot persen poin level dagang pagi ihsg gerak level sektor properti lemah persen pimpin gera tujuh sektor zona merah sektor finansial lemah persen sektor gerak negatif ingsut zona hijau naik persen wib saham kuat saham lemah saham stagnan saham daftar bursa efek saham bbri persen unvr persen hmsp persen bbca persen tekan utama lemah ihsg wib gera sektor ihsg wib sektor ubah persen properti finansial industri dasar barang konsumsi tani infrastruktur industri dagang","negatif"
"mnc sekuritas gera indeks harga saham gabung ihsg beotensi lemah dagang dagang pekan ihsg tutup kuat level posisi ihsg kira wave wave beeluang koreksi level wave wave wave iv konfirmasi selesai ihsg tembus level tim riset mnc sekuritas riset hari kutip saham cermat dagang hmsp buy weakness buy weakness target price stoploss bbri buy weakness buy weakness target price stoploss ctra buy weakness buy weakness target price stoploss pgas sell strength sell strength","negatif"
"saham bbri bbca tekan utama lemah indeks harga saham gabung sesi dagang dasar data bloomberg ihsg lemah persen poin level sesi buka zona merah lemah persen poin level dagang pagi ihsg gerak level dagang ihsg tutup lemah persen poin posisi delapan sembilan sektor tetap zona merah dorong sektor industri dasar lemah persen industri turun persen sisi sektor konsumer kuat persen sektoral saham intp persen cpin persen smgr persen tkim persen tekan utama lemah sektor industri dasar siang saham kuat saham lemah saham stagnan saham dagang saham rakyat persero bbri bbca lemah persen persen tekan utama lemah ihsg siang dasar persentase saham pool advista pool lemah persen buku kuat harga saham besar susul saham indo komoditi koora incf merosot persen perinci saham ihsg sesi saham tekan utama dasar kapital pasar kode ubah persen bbri bbca asi tlkm intp saham lemah dasar persentase kode ubah persen pool incf abmm sstm tele","negatif"
