"No","Title","News","outcome"
"198","Penjualan mobil mulai pulih, simak rekomendasi saham Astra International (ASII)","KONTAN.CO.ID - JAKARTA. Penjualan mobil secara nasional mulai menunjukkan perbaikan. Setidaknya, sejak periode Juni 2020 hingga Agustus 2020, volume penjualan mobil domestik terus menanjak. Merujuk data Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo), pada Juni 2020, penjualan mobil nasional tercatat 12.623 unit, naik 255,47% secara bulanan (per Mei sebanyak 3.551 unit). Pada Juli 2020, penjualan kembali naik menjadi 25.283 unit, dan di periode Agustus 2020 berhasil naik 47% di angka 37.277 unit. Pun demikian dengan penjualan mobil anyar PT Astra International Tbk (ASII). Masih merujuk pada data Gaikindo, penjualan mobil Grup Astra pada Agustus 2020 mencapai 16.773 unit.  Realisasi ini naik 65,4% dari realisasi penjualan Juli 2020, yang hanya 10,140 unit. Realiasasi penjualan Juli 2020 pun naik 108,81%, di mana penjualan pada Juni 2020 sebesar 4.856 unit. Analis Danareksa Sekuritas Stefanus Darmagiri merinci, volume penjualan mobil domestik (grosiran/wholesale) terus pulih, meningkat 47,4% secara bulanan menjadi 37.277 unit pada Agustus 2020. Hai ini seiring sejumlah produsen mobil yang mempercepat pengiriman mobil ke dealer pasca pelonggaran pembatasan sosial berskala besar (PSBB). Namun, penjualan mobil eceran hanya meningkat tipis 5,2% secara bulanan menjadi 37.655 unit pada Agustus 2020. Stefanus menilai, volume penjualan grosir yang tumbuh lebih kuat dibanding penjualan ritel mencerminkan tanda pemulihan, yakni menipisnya persediaan di tingkat dealer. Sementara untuk ASII, Stefanus mencatat mobil merek Daihatsu melaporkan volume penjualan bulanan terkuat, yakni naik lebih dari empat kali lipat. Ini sektor sektor yang akan melaju di Bursa Efek Indonesia","positif"
"199","Selama 3 Bulan Terakhir, Penjualan Mobil Astra Mulai Pulih","JAKARTA, KOMPAS.com – Penjualan mobil PT Astra International Tbk (ASII) mulai menunjukkan pemulihan pada 3 bulan terkahir. Berdasarkan data Gaikindo (Gabungan Industri Kendaraan Bermotor Indonesia), kenaikan penjualan mobil Astra mulai pulih sejak bulan Juni hingga Agsutus 2020.“Penjualan mobil Astra dan nasional pada tiga bulan terakhir (Juni – Agustus 2020) perlahan mengalami kenaikan. Kami berharap pemulihan ini terus dapat berlanjut, sehingga berkontribusi pada penjualan mobil nasional,” ujar Head of Corporate Communications Astra Boy Kelana Soebroto dalam siaran media, Selasa (15/9/2020).Adapun subtotal penjualan mobil Astra pada Juni sebanyak 4.856 unit, sementara pada Juli sebanyak 10.140 unit dan Agustus 16.773 unit. Adapun penjualan Astra LGCC (Low Cost Green Car) pada bulan Juni 878 unit, Juli 1.551 unit dan pada Agustus 5.217 unit.Penjualan tertinggi mobil Astra didominasi merek Toyota, yang bulan Juni membukukan 3.775 unit, Juli 7.332 unit dan Agustus 8.740 unit. Sementara penjualan Daihatsu pada Juni 331 unit, Juli 1.553 unit dan Agustus 6.651 unit. Untuk penjualan Isuzu pada Juni 693 unit, Juli 1.166 unit dan pada Agustus 1.312 unit.Penjualan mobil non-Astra pada bulan Juni 7.767 unit, pada bulan Juli 15.143 unit dan pada Agustus 20.504 unit. Penjualan merek mobil Suzuki pada Juni 2.755 unit, Juli 6.369 unit dan Agustus 3.501 unit. Untuk merek Mitsubisi, penjualan mobil pada Juni sebesar 2.404 unit, Juli 4.690 unit dan Agustus 4.867 unit.Jika dibandindingkan dengan periode tahun lalu, market share Astra pada Agustus 2020 sebesar 45 persen, atau turun dibandingkan periode sama tahun lalu 53 persen.","positif"
"200","Astra (ASII) telah restrukturisasi pembiyaan senilai lebih dari Rp 30 triliun","KONTAN.CO.ID - JAKARTA. PT Astra International Tbk (ASII) melalui lini bisnis jasa pembiayaannya sejauh ini telah melakukan restrukturisasi atas satu akun nasabah. ""Nilainya lebih dari Rp 30 triliun,"" ujar Suparno Djasmin, Direktur ASII, Senin (24/8). Permohonan restrukturisasi didominasi oleh pembiayaan untuk sepeda motor. Pandemi Covid-19 memang menghantam segala lini, tak terkecuali kemampuan ekonomi masyarakat. Berkurangnya pendapatan membuat cicilan kredit motor terganggu. Melihat kondisi tersebut, ASII berinsiatif menawarkan relaksasi berupa restrukturisasi pembayaran cicilan. Suparno bilang, skema restrukturisasinya beragam tergantung dari masing-masing nasabah. Mulai dari partial payment hingga perpanjangan tenor. Dia menambahkan, gelombang pengajuan restrukturisasi terbesar terjadi pada periode April-Mei kemarin. Namun, mulai Juli jumlahnya berangsur pulih. ""Pada Juli relatif tidak ada. Sehingga kami perkirakan penambahan pengajuan restrukturisasi tidak akan banyak,"" terang Suparno. Alih-alih meningkat, pembiayaan motor dan mobil semester kedua ini justru diperkirakan bakal meningkat. Terlebih, data penjualan kendaraan bermotor kembali melesat bulan lalu. Melihat kondisi tersebut, segmen jasa keuangan ASII masih akan tetap mencari pendanaan untuk membiayai kredit kendaraan bermotor.","positif"
"201","IHSG menguat 0,68% ke 5.145 pada akhir perdagangan Kamis (23/7), asing lepas ASII","KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup menguat 34,82 poin atau 0,68% ke 5.145,01 pada akhir perdagangan Kamis (23/7). Sebanyak 229 saham naik, 187 saham turun dan 169 saham stagnan. Delapan sektor saham menguat, menopang kenaikan IHSG. Sedangkan dua sektor saham masuk zona merah. Sektor-sektor saham dengan penguatan terbesar adalah sektor pertambangan yang naik 1,17%, sektor industri dasar naik 0,99% dan sektor keuangan naik 0,95%. Sedangkan dua sektor yang masuk zona merah adalah sektor aneka industri yang turun 1,54% dan sektor perkebunan yang turun 0,09%. Total volume perdagangan saham di bursa hari ini mencapai 11,98 miliar saham dengan total nilai Rp 9,27 triliun. Top gainers LQ45 hari ini adalah: 1. PT PP (Persero) Tbk (PTPP) (8,63%)
2. PT Bank Mandiri (Persero) Tbk (BMRI) (5,07%)
3. PT Wijaya Karya (Persero) Tbk (WIKA) (3,72%) Top losers LQ45 hari ini adalah: 1. PT Astra International Tbk (ASII) (-2,36%)
2. PT Matahari Department Store Tbk (LPPF) (-1,72%)
3. PT Erajaya Swasembada Tbk (ERAA) (-1,65%) Investor asing mencatatkan penjualan bersih Rp 163,85 miliar di seluruh pasar. Saham-saham dengan penjualan bersih terbesar asing adalah PT Astra International Tbk (ASII) Rp 70,8 miliar,  PT Bank Negara Indonesia Tbk (BBNI) Rp 58,3 miliar dan PT Telekomunikasi Indonesia Tbk (TLKM) Rp 57,4 miliar. Sedangkan saham-saham dengan pembelian bersih terbesar asing adalah PT Bank Central Asia Tbk (BBCA) Rp 118,7 miliar, PT Bank Mandiri (Persero) Tbk (BMRI) Rp 103,7 miliar dan PT Bank Permata Tbk (BNLI) Rp 39,4 miliar. Menakar potensi untung dari dividen bank BUMN","positif"
"202","Jangan ketinggalan! Hari ini cum dividen saham ASII di pasar reguler dan negosiasi","KONTAN.CO.ID - JAKARTA. Perusahaan konglomerasi PT Astra International Tbk (ASII) bersiap membagikan dividen final tahun buku 2019 kepada para pemegang sahamnya. Bagi Anda yang ingin mengharapkan cuan, maka bisa memanfaatkan momentum pembagian dividen ASII. Pasalnya, hari ini (24/6) adalah tanggal cum dividen di pasar reguler dan pasar negosiasi pada 24 Juni 2020. Adapun tanggal ex dividen di pasar reguler dan pasar negosiasi jatuh pada 25 Juni 2020. Sejatinya, pemegang saham ASII memperoleh dividen 2019 sebesar Rp 214 per saham. Jumlah itu termasuk dividen interim sebesar Rp 57 per saham yang telah dibayarkan pada 30 Oktober 2019. Dengan mengucurkan dividen Rp 214 per saham, berarti ASII membagikan dividen total mencapai Rp 8,66 triliun. Adapun dividen interim yang sudah dibagikan sebelumnya senilai Rp 2,31 triliun. Nah, dividen final ASII yang siap mengucur dalam waktu dekat ini adalah senilai Rp 157 per saham atau Rp 6,36 triliun. Jika dihitung, dengan dividen total mencapai Rp 8,66 triliun, maka angka itu setara 39,89% dari total laba bersih ASII di sepanjang tahun lalu yang mencapai Rp 21,71 triliun. Per 31 Mei 2020, mengacu data RTI, komposisi kepemilikan saham ASII meliputi Jardine Cycle & Carriage Limited menguasai 50,11% saham, sementara investor publik (masing-masing di bawah 5%) memiliki 49,89% saham. Dengan demikian, Jardine Cycle berpotensi meraup Rp 3,19 triliun atas dividen final ASII. Berikuti ini jadwal lengkap pembagian dividen final ASII:
Dividen per saham senilai Rp 157
Tanggal cum dividen di pasar reguler dan pasar negosiasi pada 24 Juni 2020
Tanggal ex dividen di pasar reguler dan pasar negosiasi 25 Juni 2020
Tanggal cum dividen di pasar tunai 26 Juni 2020
Tanggal ex dividen di pasar tunai 29 Juni 2020
Tanggal pencatatan (recording date) 26 Juni 2020
Tanggal pembayaran dividen tunai 10 Juli 2020 Pilih saham di sektor yang recovery atau hot?","positif"
"203","Yakin penjualan mobil Astra International (ASII) kembali naik, JPMorgan sarankan beli","KONTAN.CO.ID - JAKARTA. Pembukaan kembali kegiatan ekonomi memberi kepercayaan tersendiri bagi pebisnis otomotif. PT Astra International Tbk (ASII) menjelaskan, penjualan wholesales alias penjualan mobil dari pabrik ke dealer menurun drastis yakni 96% secara year on year (yoy) menjadi 3.551 unit pada Mei 2020.  Analis JP Morgan Benny Kurniawan dan Henry Wibowo dalam riset 15 Juni 2020 menjelaskan, hal ini karena produksi terhenti karena COVID-19 dan liburan Lebaran.  Analis JP Morgan menyebut dalam risetnya kalau data penjualan Astra sesuai dengan proyeksi. ""Kami memperkirakan, penjualan wholesales akan menurun secara signifikan,"" terang keduanya. Tetapi penjualan wholesales menurun pada Mei 2020 karena Daihatsu tidak melakukan pengiriman ke dealer, sementara Toyota mengirim hanya 716 unit jauh lebih kecil dari rata-rata unit 25.000-30.000 sebulan. JP Morgan memperkirakan, Astra akan menerima peningkatan permintaan pada Juni 2020 di saat dealer akan mulai mengisi inventaris dan fasilitas manufaktur saat ekonomi mulai dibuka kembali.  Sementara penjualan ritel atau pengiriman dari dealer ke konsumen turun 82% secara yoy menjadi menjadi 17.000 unit. ""Kami percaya jumlah penjualan bulan Mei akan menjadi titik nadir tahun ini untuk penjualan mobil baik penjualan wholesales maupun ritel,"" kata analis JP Morgan dalam riset 15 Juni 2020.  Pasalnya, Indonesia sudah membuka kembali kegiatan ekonomi yang sebelumnya melambat karena penerapan pembatasan sosial berskala besar (PSBB). ""Kami memeriksa chanel kami menunjukkan pemesanan mobil pada minggu pertama Juni mulai relatif membaik dibanding April dan Mei,"" terang Henry dan Benny dalam riset.  Pangsa pasar Astra masih menjadi terdepan dengan memiliki 61% dari penjualan ritel. Sementara pangsa pasar wholesales 30%.  Produk AS dibenci di China, penjualan iPhone terus melonjak","positif"
"204","ASII bakal bagi dividen 10 Juli 2020, masih ada waktu jika ingin kecipratan","KONTAN.CO.ID - JAKARTA. Kabar gembira bagi pemegang saham ASII atau PT Astra International Tbk. Pemegang saham ASII akan mendapat pembagian dividen tahun buku 2019 sebesar Rp 214 per saham, termasuk di dalamnya dividen interim sebesar Rp 57 per saham yang telah dibayarkan pada tanggal 30 Oktober 2019 silam. Pembagian saham ASII merupakan hasil kesepakatan dalam Rapat Umum Pemegang Saham Tahunan (RUPST), Selasa (16/6). RUPST ASII juga menyepakati jadwal pembagian dividen saham ASII pada 10 Juli 2020. Dengan pembagian dividen Rp 214 per saham, berarti ASII membagikan dividen total mencapai Rp 8,66 triliun. Sementara, total jumlah dividen interim yang sudah dibagikan sebelumnya capai Rp 2,31 triliun. Sehingga, sisanya pembagian dividen ASII sebesar Rp 157 setiap saham atau seluruhnya berjumlah Rp 6,35 triliun. Pembagian dividen saham ASII akan diberikan kepada pemegang Saham ASII yang namanya tercatat dalam Daftar Pemegang Saham Perseroan pada tanggal 26 Juni 2020 pukul 16:00 WIB. Artinya, jika Anda ingin mendapatkan pembagian dividen saham ASII, masih ada cukup waktu untuk membeli saham ASII. Pada perdagangan Kamis (18/6) pukul 15.14, saham ASII tercatat melemah 3,42% ke harga Rp 4.800 per saham. Dengan pembagian saham dividen ASII yang secara total mencapai Rp 8,66 triliun, berarti PT Astra International Tbk memberikan sebesar 39,89% dari total laba bersih tahun lalu. Baca juga: Untuk warga Yogyakarta, ada pembuatan SIM gratis, ini syaratnya 20 Saham Royal Dividen","positif"
"205","Pergantian Dirut, Bagaimana Prospek Bisnis Astra International?","JAKARTA, KOMPAS.com - Rapat Umum Pemegang Saham Tahunan (RUPST) PT Astra International Tbk (ASII) menyetujui pengangkatan Djony Bunarto Tjondro sebagai Direktur Utama.Djony menggantikan Prijono Soegiarto. Adapun Prijono diangkat sebagai Komisaris Utama perseroan.RUPST ASII tersebut merupakan salah satu aksi korporasi yang ditunggu pelaku pasar. Sebab, emiten bluechip ini pada akhir 2019 tercatat memiliki nilai kapitalisasi pasar sebesar Rp 280,3 triliun.Astra pun saat ini memiliki tujuh segmen usaha yakni otomotif, jasa keuangan, alat berat, pertambangan, konstruksi dan energi, agribisnis, infrastruktur dan logistik, teknologi informasi, serta properti. Per Maret 2020, Astra memiliki lebih dari 235 anak perusahaan dan didukung lebih dari 216.000 karyawan.Setelah ada pergantian dirut, bagaimana prospek bisnis Astra ke depannya?Head of Investment Research Infovesta Utama Wawan Hendrayana dalam keterangannya, Selasa (16/6/2020) mengatakan, pada situasi seperti saat ini dibutuhkan kepemimpinan yang bisa membuat inovasi baru dengan memanfaatkan teknologi. Perseroan seperti ini yang akan bertahan.Wawan memandang, Astra akan cepat pulih setelah pandemi Covid-19 berakhir. Alasannya, kalau kondisi industri otomotifnya bisa berproduksi dan jualan lagi, pasti bisa cepat pulih.Selain itu, Astra juga didukung oleh beragam lini bisnis yang mampu memberikan kinerja positif bagi perseroan.Sementara itu, Direktur PT Anugerah Mega Investama, Hans Kwee juga menekankan pentingnya inovasi baru untuk meraih kinerja yang lebib baik. Dalam konteks itu, ia berpendapat, perubahan susunan anggota direksi dan komisaris Astra dalam RUPST merupakan hal biasa, yang penting adalah harus pro perubahan.Sebab, ASII dinilai sebagai perusahaan yang solid dan besar. Karenanya, prospek saham emiten sektor aneka industri tersebut dinilai tetap menjanjikan.Dikatakan, perusahaan go public cenderung memiliki ketahanan untuk bertahan di tengah kondisi krisis ekonomi seperti saat ini. Ia menilai, prospek saham Astra masih menjanjikan ke depan.Asalkan diikuti perubahan model bisnis, seperti efisiensi. Selain itu, perusahaan juga harus mampu mengubah strategi bisnis demi mendongkrak kinerjanya.Ke depan, imbuh Hans, lini bisnis keuangan tetap masih menjanjikan, demikian pula dengan komoditas diprediksi akan meningkat.“CPO menjanjikan karena biofuel,” ujarnya.Selain itu, suku cadang mobil juga masih menjanjikan karena walaupun orang tidak beli mobil, tetapi servis kendaraan terus berjalan.","positif"
"206","Sambut Dividen & Bos Baru, Saham Astra Melesat 5% Lebih","Harga saham PT Astra International Tbk (ASII) terapresiasi cukup tinggi, lebih dari 5%, setelah perseroan mengumkan pergantian direktur utama dan membagikan dividen.Harga saham Astra ditutup menguat 5,06% ke level Rp 4.960/unit pada penutupan sesi I. Bahkan saham Astra sempat menyentuh level Rp 5.000/unit.Pagi ini Astra melaksanakan Rapat Umum Pemegang Saham Tahunan (RUPST) dan salah satu agenda yang dilaksanakan adalah pembagian dividen sebesar 40% laba bersih tahun buku 2019 sebagai dividen. Setiap saham mendapatkan Rp 214 untuk setiap unit saham yang dipegang investor.Nilai dividen yang dibagikan Astra untuk pemegang saham mencapai Rp 8,66 triliun, dari total laba bersih 2019 sebesar Rp 21,71 triliun.Nilai dividen Rp 214 setiap saham dibagikan sebagai dividen tunai. Termasuk di dalamnya dividen interim sebesar Rp 57/saham atau seluruhnya berjumlah Rp 2,31 triliun yang telah dibayarkan pada tanggal 30 Oktober 2019.Jika mengacu pada harga penutupan sesi I, maka dividen yield yang didapat investor sekitar 4,31%.Selain itu, perusahaan juga menetapkan pergantian direksi perusahaan. Rapat tersebut
 resmi menunjuk Djony Bunarto Tjondro sebagai direktur utama. Djoni menggantikan Prijono Sugiarto.""Dapat kami sampaikan sebagai berikut mengangkat bapak Djony Bunarto Tjondro sebagai Presiden Direktur. Prijono Sugiarto sebagai presiden komisaris,"" kata Djony dalam konferensi pers pagi ini, di Jakarta, Selasa (16/06/2020).Dengan demikian, berikut jajaran direksi dan komisaris perusahaan:DireksiKomisarisPresiden Komisaris : Prijono SugiartoKomisaris Independen: Sri Indrastuti HadiputrantoKomisaris Independen: Rahmat WaluyantoKomisaris Independen: Apinont SuchewaboripontKomisaris: Anthony John Liddell Nightingale : Benjamin William KeswickKomisaris: Mark Spencer GreenbergKomisaris: John Raymond WittKomisaris: Stephen Patrick GoreKomisaris: Benjamin Birks","positif"
"207","Valbury Sekuritas Pertahankan Rekomendasi Beli untuk ASII","Bisnis.com, JAKARTA – Valbury Sekuritas Indonesia mempertahankan rekomendasi beli terhadap saham PT Astra International Tbk. (ASII) dengan target harga Rp7.500 per saham berdasarkan Discounted Cash Flow (DCF). Dalam laporannya, Analis Valbury Sekuritas Indonesia Budi Rustanto dan Devi Harjoto menyatakan saham Astra International berada dalam posisi undemanding. Saham emiten berkode saham ASII ini diperdagangkan dalam 1,4 kali perkiraan Price to Book Value (PBV) 2020 dan 10 kali Price Earning Ratio (PER). Keduanya menyatakan bahwa kinerja perseroan masih memiliki prospek menarik berkat dorongan dari lima faktor utama, yakni pelonggaran kebijakan moneter, peluncuran model baru, stabilnya harga komoditas, dan diversifikasi bisnis di infrastruktur dan digital, kuatnya neraca keuangan untuk mendukung kebutuhan investasi. Namun demikian, kedua analis tersebut mengatakan masih ada sejumlah potensi ancaman yang dapat memengaruhi kinerja perseroan. Pertama, ketatnya persaingan di industri otomotif yang menekan margin pendapatan. Kedua, suku bunga tinggi dan depresiasi rupiah. Ketiga, harga komoditas yang bisa jadi lebih rendah dari ekspektasi. Keempat, risiko dari perlambatan ekonomi global. Pada tahun lalu perseroan membukukan laba bersih senilai Rp21,71 triliun, mencapai 101,1 persen/101,9 persen perkiraan Valbury. Adapun, pada tahun ini, perseroan diestimasi bakal mencetak laba Rp22,77 triliun. Hal ini diperkirakan bakal dikontribusi lewat pendapatan sebesar Rp241,94 triliun dengan laba usaha sebesar Rp27,26 triliun. Kinerja ini diperkirakan akan membuat PER lebih rendah menjadi 10,1 kali dan meningkatkan dividen yield menjadi 3,9 persen. Pada penutupan perdagangan hari ini, Jumat (6/3/2020), saham ASII parkir di level Rp5.675 per saham, merosot 6,2 persen. Adapun, secara tahun berjalan, saham ASII terkoreksi 18,05 persen.","positif"
"208","2019, Laba Bersih ASII Naik Tipis Jadi Rp21,71 Triliun","Ipotnews - PT Astra International Tbk (ASII
) membukukan kenaikan laba bersih 2019 menjadi Rp21,71 triliun dari perolehan di 2018 yang senilai Rp21,67 triliun. Raihan laba ini ditopang oleh total pendapatan yang mencapai Rp237,18 triliun.
Berdasarkan keterbukaan informasi ASII
yang dirilis Bursa Efek Indonesia (BEI) di Jakarta, Kamis (27/2), jumlah pendapatan bersih di 2019 tersebut lebih rendah dari perolehan di 2018 yang mencapai Rp239,21 triliun.
Namun, beban pokok pendapatan pokok pendapatan ASII
di 2019 mengalami penurunan menjadi Rp186,93 triliun dari Rp188,44 triliun di 2018. Sehingga, laba bruto perseroan tercatat sebesar Rp50,24 triliun atau menurun dari posisi per akhir Desember 2018 yang sebesar Rp50,77 triliun. Laba per saham ASII
di 2019 senilai Rp536 dari Rp535 per saham.
Sementara itu, total aset ASII
per akhir Desember 2019 tercatat Rp351,96 triliun atau meningkat Dari Rp344,71 triliun per akhir Desember 2018. Aset lancar ASII
si akhir 2019 senilai Rp129,06 triliun dan aset tidak lancar sebesar Rp222,9 triliun.
Liabilitas ASII
per akhir Desember 2019 sebesar Rp165,2 triliun atau menurun dari Rp170,35 triliun per akhir Desember 2018. Sedangkan, total ekuitas ASII
per akhir tahun lalu mencapai Rp186,76 triliun atau lebih besar dibandingkan posisi per akhir Desember 2018 yang senilai Rp174,36 triliun.(Budi)","positif"
